lat_and_long,type,time,vh,vv
"(10.18019073690894, 105.32022315786804)",,2021-06-20,0.01975969649437401,0.10377388033601972
"(10.18019073690894, 105.32022315786804)",,2021-06-25,0.034770124695367284,0.10961829374233882
"(10.18019073690894, 105.32022315786804)",,2021-07-01,0.023927248186535306,0.1319251126713223
"(10.18019073690894, 105.32022315786804)",,2021-07-02,0.0173335632102357,0.028790921283264954
"(10.18019073690894, 105.32022315786804)",,2021-07-07,0.05289070039159722,0.125130837990178
"(10.18019073690894, 105.32022315786804)",,2021-07-13,0.0643411237332556,0.1473364589942826
"(10.18019073690894, 105.32022315786804)",,2021-07-14,0.0960770630174213,0.09382678402794732
"(10.18019073690894, 105.32022315786804)",,2021-07-19,0.005283668895976411,0.024716555554833677
"(10.18019073690894, 105.32022315786804)",,2021-07-25,0.017368504053188696,0.10922835477524334
"(10.18019073690894, 105.32022315786804)",,2021-07-26,0.008316314830962155,0.08931803579131763
"(10.18019073690894, 105.32022315786804)",,2021-07-31,0.007552287282629145,0.06735312793817785
"(10.18019073690894, 105.32022315786804)",,2021-08-06,0.007529201813870006,0.13938285244835746
"(10.18019073690894, 105.32022315786804)",,2021-08-07,0.004336087964475155,0.0637309273911847
"(10.18019073690894, 105.32022315786804)",,2021-08-12,0.007119726415516602,0.32384465800391304
"(10.18019073690894, 105.32022315786804)",,2021-08-18,0.05185150313708517,0.17606960071457756
"(10.18019073690894, 105.32022315786804)",,2021-08-19,0.018758574086758826,0.30856504042943317
"(10.18019073690894, 105.32022315786804)",,2021-08-24,0.02855699985391564,0.3925997730758455
"(10.18019073690894, 105.32022315786804)",,2021-08-30,0.03287371165222592,0.1364799795879258
"(10.18019073690894, 105.32022315786804)",,2021-09-05,0.04662513132724497,0.07142818470795949
"(10.18019073690894, 105.32022315786804)",,2021-09-11,0.025504488291011915,0.12677743451462853
"(10.18019073690894, 105.32022315786804)",,2021-09-12,0.03607862670388487,0.10683988903959592
"(10.18019073690894, 105.32022315786804)",,2021-09-17,0.04792020552688175,0.10949640886651145
"(10.18019073690894, 105.32022315786804)",,2021-09-23,0.022714345508979425,0.07719694347017342
"(10.18019073690894, 105.32022315786804)",,2021-09-24,0.01932515824834506,0.08107099557916324
"(10.18019073690894, 105.32022315786804)",,2021-09-29,0.06669237919979626,0.08528417183293237
"(10.18019073690894, 105.32022315786804)",,2021-10-05,0.04232192453410891,0.14561349153518677
"(10.18019073690894, 105.32022315786804)",,2021-10-06,0.05024835136201647,0.11323688013686074
"(10.18019073690894, 105.32022315786804)",,2021-10-11,0.06615112390783098,0.14220074315865835
"(10.18019073690894, 105.32022315786804)",,2021-10-17,0.05328143098288112,0.10228644187251727
"(10.18019073690894, 105.32022315786804)",,2021-10-18,0.03541869173447291,0.11326323780748579
"(10.18019073690894, 105.32022315786804)",,2021-10-23,0.01916524964488215,0.17677520049942863
"(10.18019073690894, 105.32022315786804)",,2021-10-29,0.007357894856896665,0.014668767443961568
"(10.18019073690894, 105.32022315786804)",,2021-10-30,0.0037549506976372665,0.030624617718987994
"(10.18019073690894, 105.32022315786804)",,2021-11-04,0.003606226786764132,0.010608311069922315
"(10.18019073690894, 105.32022315786804)",,2021-11-10,0.0068706731415457195,0.009101436266468631
"(10.18019073690894, 105.32022315786804)",,2021-11-11,0.004065278658850325,0.007770800626733237
"(10.18019073690894, 105.32022315786804)",,2021-11-16,0.0034542575012892485,0.014495539478957653
"(10.18019073690894, 105.32022315786804)",,2021-11-22,0.00619831769209769,0.014820070419874456
"(10.18019073690894, 105.32022315786804)",,2021-11-23,0.002932059410442081,0.012411101514266597
"(10.18019073690894, 105.32022315786804)",,2021-11-28,0.003548871311876509,0.01439870780126916
"(10.18019073690894, 105.32022315786804)",,2021-12-04,0.007710619519154231,0.00982914262244271
"(10.18019073690894, 105.32022315786804)",,2021-12-05,0.0026730887281397977,0.008394067434387075
"(10.18019073690894, 105.32022315786804)",,2021-12-10,0.005017334478907287,0.012382087194257312
"(10.18019073690894, 105.32022315786804)",,2021-12-16,0.011285397586309247,0.04836187263329824
"(10.18019073690894, 105.32022315786804)",,2021-12-17,0.00890511791739199,0.06593384469548862
"(10.18019073690894, 105.32022315786804)",,2021-12-22,0.010049863977150785,0.08617235885726081
"(10.18019073690894, 105.32022315786804)",,2021-12-28,0.007410982934137185,0.07321945495075649
"(10.18019073690894, 105.32022315786804)",,2021-12-29,0.004143523517996073,0.05505032754606671
"(10.18019073690894, 105.32022315786804)",,2022-01-09,0.013200380166785585,0.20425814224614036
"(10.18019073690894, 105.32022315786804)",,2022-01-10,0.009944116231054068,0.1381835647755199
"(10.18019073690894, 105.32022315786804)",,2022-01-21,0.023389792069792747,0.17027226214607558
"(10.18019073690894, 105.32022315786804)",,2022-01-22,0.011769045868681537,0.19927863776683807
"(10.18019073690894, 105.32022315786804)",,2022-02-02,0.015026043738341995,0.03009712944428126
"(10.18019073690894, 105.32022315786804)",,2022-02-03,0.022045082930061553,0.034006712751256093
"(10.18019073690894, 105.32022315786804)",,2022-02-14,0.022070820546812482,0.10428588175111347
"(10.18019073690894, 105.32022315786804)",,2022-02-15,0.025995766950978175,0.06446445443563992
"(10.18019073690894, 105.32022315786804)",,2022-02-26,0.025232008347908657,0.06863848492503166
"(10.18019073690894, 105.32022315786804)",,2022-03-10,0.021610719979637198,0.08188797533512115
"(10.18019073690894, 105.32022315786804)",,2022-03-11,0.02225690283295181,0.04456217338641485
"(10.18019073690894, 105.32022315786804)",,2022-03-22,0.08913648873567581,0.18041358639796576
"(10.18019073690894, 105.32022315786804)",,2022-03-23,0.06066559503475825,0.107745458268457
"(10.18019073690894, 105.32022315786804)",,2022-04-03,0.015899384083847206,0.030707532953884866
"(10.18019073690894, 105.32022315786804)",,2022-04-04,0.007726911817573839,0.02894356722633044
"(10.18019073690894, 105.32022315786804)",,2022-04-15,0.024275763995117612,0.1107212280233701
"(10.18019073690894, 105.32022315786804)",,2022-04-16,0.007838329507244958,0.04380228618780772
"(10.18019073690894, 105.32022315786804)",,2022-04-27,0.027243801806535985,0.45650314291318256
"(10.18019073690894, 105.32022315786804)",,2022-04-28,0.01000868058246043,0.16700024406115213
"(10.18019073690894, 105.32022315786804)",,2022-05-09,0.047638448162211314,0.13871375223000845
"(10.18019073690894, 105.32022315786804)",,2022-05-10,0.03474742981294791,0.17731321768628228
"(10.18019073690894, 105.32022315786804)",,2022-05-21,0.02017068914655182,0.18401832630236944
"(10.18019073690894, 105.32022315786804)",,2022-05-22,0.011841835195405616,0.12455606791708204
"(10.18019073690894, 105.32022315786804)",,2022-06-02,0.017636779902709857,0.03809616735412015
"(10.18019073690894, 105.32022315786804)",,2022-06-03,0.03749042625228564,0.029646537370151944
"(10.18019073690894, 105.32022315786804)",,2022-06-14,0.03037169658475452,0.05248652481370502
"(10.18019073690894, 105.32022315786804)",,2022-06-15,0.04078710431026088,0.07660219487216738
"(10.18019073690894, 105.32022315786804)",,2022-06-26,0.02973598034845458,0.13758903162346947
"(10.18019073690894, 105.32022315786804)",,2022-06-27,0.02239988578690423,0.10008710374434789
"(10.18019073690894, 105.32022315786804)",,2022-07-08,0.027556068470908537,0.08903063585360844
"(10.18019073690894, 105.32022315786804)",,2022-07-09,0.059452140082915626,0.09186752223306233
"(10.18019073690894, 105.32022315786804)",,2022-07-21,0.01843406135837237,0.072007793519232
"(10.18019073690894, 105.32022315786804)",,2022-08-01,0.012853992378546132,0.09931201818916532
"(10.18019073690894, 105.32022315786804)",,2022-08-02,0.007988530055930218,0.12064652724398507
"(10.18019073690894, 105.32022315786804)",,2022-08-14,0.006659394492291742,0.06946852596269713
"(10.18019073690894, 105.32022315786804)",,2022-08-25,0.036091470883952245,0.43828408751222825
"(10.18019073690894, 105.32022315786804)",,2022-08-26,0.02551869861781597,0.22765576508310106
"(10.18019073690894, 105.32022315786804)",,2022-09-06,0.024657522845599387,0.11505526966518825
"(10.18019073690894, 105.32022315786804)",,2022-09-07,0.020185118955042627,0.16007353944910896
"(10.18019073690894, 105.32022315786804)",,2022-09-18,0.03705532703962591,0.04127627010974619
"(10.18019073690894, 105.32022315786804)",,2022-09-19,0.03268301900890139,0.027197070212827787
"(10.18019073690894, 105.32022315786804)",,2022-09-30,0.03070175378686852,0.09450810237063302
"(10.18019073690894, 105.32022315786804)",,2022-10-01,0.01757619312653939,0.06233968792690171
"(10.18019073690894, 105.32022315786804)",,2022-10-12,0.03271291611923112,0.07755115090145005
"(10.18019073690894, 105.32022315786804)",,2022-10-13,0.011439390997919772,0.03086439644296964
"(10.18019073690894, 105.32022315786804)",,2022-10-24,0.09761197865009308,0.24113980763488346
"(10.18019073690894, 105.32022315786804)",,2022-10-25,0.04941448983218935,0.15870272616545358
"(10.18019073690894, 105.32022315786804)",,2022-11-05,0.004992174864229228,0.013696930629925596
"(10.18019073690894, 105.32022315786804)",,2022-11-06,0.004739548519460691,0.006496047057832281
"(10.18019073690894, 105.32022315786804)",,2022-11-17,0.006880472414195538,0.010057795948038498
"(10.18019073690894, 105.32022315786804)",,2022-11-18,0.003926247086686392,0.0075813643634319305
"(10.18019073690894, 105.32022315786804)",,2022-11-29,0.004902126836693949,0.03270811235739125
"(10.18019073690894, 105.32022315786804)",,2022-11-30,0.004420465582774745,0.01965713480280505
"(10.18019073690894, 105.32022315786804)",,2022-12-11,0.016603133123781946,0.07416443112823698
"(10.18019073690894, 105.32022315786804)",,2022-12-12,0.010055395722803142,0.06446883682575491
"(10.18019073690894, 105.32022315786804)",,2022-12-23,0.008631784727589952,0.07980515766474935
"(10.18019073690894, 105.32022315786804)",,2022-12-24,0.007320561084068484,0.027282704702681966
"(10.561107033461816, 105.12772097986661)",,2021-01-02,0.039459687347213425,0.199320235186153
"(10.561107033461816, 105.12772097986661)",,2021-01-03,0.03278880659490824,0.24413310488065085
"(10.561107033461816, 105.12772097986661)",,2021-01-08,0.01358829407642285,0.1515595101647907
"(10.561107033461816, 105.12772097986661)",,2021-01-14,0.017095889171792403,0.059887585126691394
"(10.561107033461816, 105.12772097986661)",,2021-01-15,0.024211911484599113,0.07435883167717192
"(10.561107033461816, 105.12772097986661)",,2021-01-20,0.03580863194333182,0.05693290465407901
"(10.561107033461816, 105.12772097986661)",,2021-01-26,0.011607105222841104,0.06739843181437916
"(10.561107033461816, 105.12772097986661)",,2021-01-27,0.025041649842427835,0.05121732710136308
"(10.561107033461816, 105.12772097986661)",,2021-02-01,0.012406236492097378,0.046336125375496015
"(10.561107033461816, 105.12772097986661)",,2021-02-07,0.012836512178182602,0.038477993880709015
"(10.561107033461816, 105.12772097986661)",,2021-02-08,0.022736622020602226,0.044281423505809575
"(10.561107033461816, 105.12772097986661)",,2021-02-13,0.010371685235036744,0.039083874060048
"(10.561107033461816, 105.12772097986661)",,2021-02-19,0.024430628245075543,0.08349700189299053
"(10.561107033461816, 105.12772097986661)",,2021-02-20,0.027864453279309802,0.034567876615458064
"(10.561107033461816, 105.12772097986661)",,2021-02-25,0.04948996545539962,0.07582746777269575
"(10.561107033461816, 105.12772097986661)",,2021-03-03,0.02109495477957858,0.06976509342590968
"(10.561107033461816, 105.12772097986661)",,2021-03-04,0.02335791869295968,0.05637229233980179
"(10.561107033461816, 105.12772097986661)",,2021-03-09,0.02041595636142625,0.028301604299081698
"(10.561107033461816, 105.12772097986661)",,2021-03-15,0.01536531053069565,0.038082166471415095
"(10.561107033461816, 105.12772097986661)",,2021-03-16,0.03810216403669781,0.04256300566097101
"(10.561107033461816, 105.12772097986661)",,2021-03-21,0.033202634296483464,0.10345672650469674
"(10.561107033461816, 105.12772097986661)",,2021-03-27,0.05197934475209978,0.2946852015124427
"(10.561107033461816, 105.12772097986661)",,2021-03-28,0.04513696456948916,0.2940671708848741
"(10.561107033461816, 105.12772097986661)",,2021-04-02,0.06180125806066725,0.19095719357331595
"(10.561107033461816, 105.12772097986661)",,2021-04-08,0.004247571548653973,0.007702254948930608
"(10.561107033461816, 105.12772097986661)",,2021-04-09,0.007202004263591435,0.03667623901532756
"(10.561107033461816, 105.12772097986661)",,2021-04-14,0.01424502684838242,0.07869297059045897
"(10.561107033461816, 105.12772097986661)",,2021-04-20,0.003552241160327362,0.0180011506502827
"(10.561107033461816, 105.12772097986661)",,2021-04-21,0.007023245535997881,0.024217494452993076
"(10.561107033461816, 105.12772097986661)",,2021-04-26,0.005220116012626224,0.04820967010325856
"(10.561107033461816, 105.12772097986661)",,2021-05-02,0.02721058318598403,0.3343138164944119
"(10.561107033461816, 105.12772097986661)",,2021-05-03,0.016264694432417553,0.2740692065821754
"(10.561107033461816, 105.12772097986661)",,2021-05-08,0.010875694764157137,0.2180646840069029
"(10.561107033461816, 105.12772097986661)",,2021-05-14,0.031490339069730706,0.09034354115525882
"(10.561107033461816, 105.12772097986661)",,2021-05-15,0.060714910427729286,0.23947166403134665
"(10.561107033461816, 105.12772097986661)",,2021-05-20,0.026787256201108296,0.05381354813774427
"(10.561107033461816, 105.12772097986661)",,2021-05-26,0.014774167858478095,0.08456031895346111
"(10.561107033461816, 105.12772097986661)",,2021-05-27,0.02494825567636225,0.13200079732471043
"(10.561107033461816, 105.12772097986661)",,2021-06-01,0.025698569603264332,0.0460543938808971
"(10.561107033461816, 105.12772097986661)",,2021-06-07,0.008838243523819579,0.038644233925475016
"(10.561107033461816, 105.12772097986661)",,2021-06-08,0.0287343996266524,0.08525144246717294
"(10.561107033461816, 105.12772097986661)",,2021-06-13,0.009934769736395942,0.05877335990468661
"(10.561107033461816, 105.12772097986661)",,2021-06-19,0.022665492155485682,0.06438849121332169
"(10.561107033461816, 105.12772097986661)",,2021-06-20,0.03919127655939923,0.05680363790856467
"(10.561107033461816, 105.12772097986661)",,2021-06-25,0.026909280982282426,0.11417205797301398
"(10.561107033461816, 105.12772097986661)",,2021-07-01,0.012678681821044948,0.06398844222227733
"(10.561107033461816, 105.12772097986661)",,2021-07-02,0.04898517578840256,0.07422024632493655
"(10.561107033461816, 105.12772097986661)",,2021-07-07,0.02773399506178167,0.04803783715599113
"(10.561107033461816, 105.12772097986661)",,2021-07-13,0.015889549317459267,0.09208085843258434
"(10.561107033461816, 105.12772097986661)",,2021-07-14,0.04246126301586628,0.08233871766262585
"(10.561107033461816, 105.12772097986661)",,2021-07-19,0.02274119978149732,0.10071052900618976
"(10.561107033461816, 105.12772097986661)",,2021-07-25,0.14015704641739526,0.205137237906456
"(10.561107033461816, 105.12772097986661)",,2021-07-26,0.09901492421825726,0.24756268660227457
"(10.561107033461816, 105.12772097986661)",,2021-07-31,0.029678466005457774,0.11837674594587749
"(10.561107033461816, 105.12772097986661)",,2021-08-06,0.01485034947594007,0.18056685146358278
"(10.561107033461816, 105.12772097986661)",,2021-08-07,0.0661917154987653,0.1751510368453132
"(10.561107033461816, 105.12772097986661)",,2021-08-12,0.03344838528169526,0.15644340962171555
"(10.561107033461816, 105.12772097986661)",,2021-08-18,0.02087823384337955,0.3465025673309962
"(10.561107033461816, 105.12772097986661)",,2021-08-19,0.022195247933268547,0.22352104054556954
"(10.561107033461816, 105.12772097986661)",,2021-08-24,0.0399365880423122,0.35319322016504073
"(10.561107033461816, 105.12772097986661)",,2021-08-30,0.02952900394383404,0.29643943905830383
"(10.561107033461816, 105.12772097986661)",,2021-09-05,0.04702118825581339,0.1978762365049786
"(10.561107033461816, 105.12772097986661)",,2021-09-11,0.020197427935070462,0.16222374803490108
"(10.561107033461816, 105.12772097986661)",,2021-09-12,0.045083009327451386,0.3132573068141937
"(10.561107033461816, 105.12772097986661)",,2021-09-17,0.01943277112311787,0.18700449996524388
"(10.561107033461816, 105.12772097986661)",,2021-09-23,0.004342339389647047,0.029697208768791623
"(10.561107033461816, 105.12772097986661)",,2021-09-24,0.02044317602283425,0.06015851555599107
"(10.561107033461816, 105.12772097986661)",,2021-09-29,0.0030794169158778256,0.021937598370843463
"(10.561107033461816, 105.12772097986661)",,2021-10-05,0.002151422771728701,0.018652650734616652
"(10.561107033461816, 105.12772097986661)",,2021-10-06,0.009256295911553834,0.021854768507182598
"(10.561107033461816, 105.12772097986661)",,2021-10-11,0.0026318933297362593,0.01340470447515448
"(10.561107033461816, 105.12772097986661)",,2021-10-17,0.005482986672884888,0.022150723367101617
"(10.561107033461816, 105.12772097986661)",,2021-10-18,0.005625389309393035,0.033564037539892726
"(10.561107033461816, 105.12772097986661)",,2021-10-23,0.0030469191001935136,0.007254529899607102
"(10.561107033461816, 105.12772097986661)",,2021-10-29,0.0033045906263093152,0.00605086987424228
"(10.561107033461816, 105.12772097986661)",,2021-10-30,0.007207167593555318,0.03892904416554504
"(10.561107033461816, 105.12772097986661)",,2021-11-04,0.0014604830260698993,0.011209949023193784
"(10.561107033461816, 105.12772097986661)",,2021-11-10,0.0026020960908176172,0.009956070377180973
"(10.561107033461816, 105.12772097986661)",,2021-11-11,0.009845035978489451,0.040028119252787694
"(10.561107033461816, 105.12772097986661)",,2021-11-16,0.002739654323603544,0.006284873466938734
"(10.561107033461816, 105.12772097986661)",,2021-11-22,0.0028896627482026815,0.014139449844757715
"(10.561107033461816, 105.12772097986661)",,2021-11-23,0.008276904415753152,0.030237380570421617
"(10.561107033461816, 105.12772097986661)",,2021-11-28,0.0030905411371754277,0.010891519538644288
"(10.561107033461816, 105.12772097986661)",,2021-12-04,0.002438359557547503,0.005697957369395428
"(10.561107033461816, 105.12772097986661)",,2021-12-05,0.009757658337346382,0.04002280874798695
"(10.561107033461816, 105.12772097986661)",,2021-12-10,0.004562606802210212,0.0067557507039358216
"(10.561107033461816, 105.12772097986661)",,2021-12-16,0.004086433263081644,0.014883690720631016
"(10.561107033461816, 105.12772097986661)",,2021-12-17,0.005760925718479686,0.020298797430263624
"(10.561107033461816, 105.12772097986661)",,2021-12-22,0.0031542446619520583,0.03678101715114382
"(10.561107033461816, 105.12772097986661)",,2021-12-28,0.002797839244724148,0.04597532738827997
"(10.561107033461816, 105.12772097986661)",,2021-12-29,0.01383066192890207,0.025128347281780507
"(10.561107033461816, 105.12772097986661)",,2022-01-09,0.03057400282058451,0.21243221312761307
"(10.561107033461816, 105.12772097986661)",,2022-01-10,0.03351627476513386,0.15526352905564839
"(10.561107033461816, 105.12772097986661)",,2022-01-21,0.01575761153880093,0.04602704652481609
"(10.561107033461816, 105.12772097986661)",,2022-01-22,0.0559909807311164,0.08206567540764809
"(10.561107033461816, 105.12772097986661)",,2022-02-02,0.028509811187783878,0.052210432994696826
"(10.561107033461816, 105.12772097986661)",,2022-02-03,0.020772658495439425,0.08558990309635799
"(10.561107033461816, 105.12772097986661)",,2022-02-14,0.009247414198600583,0.02735427932606803
"(10.561107033461816, 105.12772097986661)",,2022-02-15,0.03443549449245135,0.06063128179974026
"(10.561107033461816, 105.12772097986661)",,2022-02-26,0.030464874373541936,0.09023394849565294
"(10.561107033461816, 105.12772097986661)",,2022-03-10,0.016396707027322717,0.08824609551164839
"(10.561107033461816, 105.12772097986661)",,2022-03-11,0.026848967290586896,0.07309312083654934
"(10.561107033461816, 105.12772097986661)",,2022-03-22,0.05247587296697828,0.08889368590381411
"(10.561107033461816, 105.12772097986661)",,2022-03-23,0.04129673747552766,0.11783443805244234
"(10.561107033461816, 105.12772097986661)",,2022-04-03,0.03750149822897381,0.08882851484749052
"(10.561107033461816, 105.12772097986661)",,2022-04-04,0.0768586794535319,0.11355436013804542
"(10.561107033461816, 105.12772097986661)",,2022-04-15,0.009646615530881617,0.08295112020439571
"(10.561107033461816, 105.12772097986661)",,2022-04-16,0.010689844739519887,0.2396532247463862
"(10.561107033461816, 105.12772097986661)",,2022-04-27,0.003998826620065504,0.10526052034563488
"(10.561107033461816, 105.12772097986661)",,2022-04-28,0.009499734008891715,0.05873466572827763
"(10.561107033461816, 105.12772097986661)",,2022-05-09,0.035514713989363775,0.29926883180936176
"(10.561107033461816, 105.12772097986661)",,2022-05-10,0.032350926763481565,0.3259767409827974
"(10.561107033461816, 105.12772097986661)",,2022-05-21,0.028253665918277368,0.1153672304418352
"(10.561107033461816, 105.12772097986661)",,2022-05-22,0.03582480384243859,0.09461991116404533
"(10.561107033461816, 105.12772097986661)",,2022-06-02,0.024427807579437893,0.04315906080106894
"(10.561107033461816, 105.12772097986661)",,2022-06-03,0.03901588171720505,0.16799072093433803
"(10.561107033461816, 105.12772097986661)",,2022-06-14,0.018304212536248896,0.04331492342882686
"(10.561107033461816, 105.12772097986661)",,2022-06-15,0.024287451369067032,0.10900173419051701
"(10.561107033461816, 105.12772097986661)",,2022-06-26,0.031951374684770904,0.11743784861432181
"(10.561107033461816, 105.12772097986661)",,2022-06-27,0.04180364848838912,0.1532102343108919
"(10.561107033461816, 105.12772097986661)",,2022-07-08,0.01674427029987176,0.06491526092092197
"(10.561107033461816, 105.12772097986661)",,2022-07-09,0.029497119805051222,0.11057692517836888
"(10.561107033461816, 105.12772097986661)",,2022-07-21,0.07441647847493489,0.20374536762634912
"(10.561107033461816, 105.12772097986661)",,2022-08-01,0.03274681501918369,0.20694907175170052
"(10.561107033461816, 105.12772097986661)",,2022-08-02,0.0280145982073413,0.24601694775952232
"(10.561107033461816, 105.12772097986661)",,2022-08-14,0.010137759149074554,0.06077129269639651
"(10.561107033461816, 105.12772097986661)",,2022-08-25,0.003744185022595856,0.016107571000854175
"(10.561107033461816, 105.12772097986661)",,2022-08-26,0.011977334868990712,0.04391108049700657
"(10.561107033461816, 105.12772097986661)",,2022-09-06,0.0026773070631962684,0.01150922922210561
"(10.561107033461816, 105.12772097986661)",,2022-09-07,0.009383184524873892,0.0840768977585766
"(10.561107033461816, 105.12772097986661)",,2022-09-18,0.0025830765823937124,0.013299146770603128
"(10.561107033461816, 105.12772097986661)",,2022-09-19,0.006583019056253963,0.026177557237032387
"(10.561107033461816, 105.12772097986661)",,2022-09-30,0.00243650591518316,0.012738960432923503
"(10.561107033461816, 105.12772097986661)",,2022-10-01,0.009398524959882101,0.029648071051471762
"(10.561107033461816, 105.12772097986661)",,2022-10-12,0.001337624368413041,0.010895685603221258
"(10.561107033461816, 105.12772097986661)",,2022-10-13,0.00710506085306406,0.03651356774692734
"(10.561107033461816, 105.12772097986661)",,2022-10-24,0.0024806791140387454,0.00894016632810235
"(10.561107033461816, 105.12772097986661)",,2022-10-25,0.007854943965665169,0.022930469777848985
"(10.561107033461816, 105.12772097986661)",,2022-11-05,0.0024696203828271893,0.009076719275779195
"(10.561107033461816, 105.12772097986661)",,2022-11-06,0.007300847675651312,0.026152479255365
"(10.561107033461816, 105.12772097986661)",,2022-11-17,0.002700947522599664,0.015736701380875375
"(10.561107033461816, 105.12772097986661)",,2022-11-18,0.010565146286454465,0.010917806066572666
"(10.561107033461816, 105.12772097986661)",,2022-11-29,0.004481868624376754,0.007806681148293946
"(10.561107033461816, 105.12772097986661)",,2022-11-30,0.006671734594015611,0.032640659560759865
"(10.561107033461816, 105.12772097986661)",,2022-12-11,0.0041229975823726915,0.010176413796014257
"(10.561107033461816, 105.12772097986661)",,2022-12-12,0.012445991522529058,0.02510888802094592
"(10.561107033461816, 105.12772097986661)",,2022-12-23,0.005224147759791877,0.11603441006607479
"(10.561107033461816, 105.12772097986661)",,2022-12-24,0.016604265715512965,0.11399058832062615
"(10.623790611954897, 105.13771401411867)",,2021-01-02,0.0024238249882020885,0.04248418596883615
"(10.623790611954897, 105.13771401411867)",,2021-01-03,0.010715757134473987,0.0300858107705911
"(10.623790611954897, 105.13771401411867)",,2021-01-08,0.00781449070200324,0.059417971306376986
"(10.623790611954897, 105.13771401411867)",,2021-01-14,0.006864720282869207,0.07164365881019169
"(10.623790611954897, 105.13771401411867)",,2021-01-15,0.0056411840745972264,0.0200221071847611
"(10.623790611954897, 105.13771401411867)",,2021-01-20,0.004343144233442015,0.14037862916787466
"(10.623790611954897, 105.13771401411867)",,2021-01-26,0.002445071625212828,0.05881842349966367
